id,code,name,description,price,unit,category,brand,hs_code,weight,volume,qty,spec,specs_l,specs_w,specs_h,specification,area,location,box_no,material,color,image,image_filename,image_data,remarks,tags,create_time,update_time,restaurant_brand_id,material_brand,suggested_waste_rate,excel_src_row,pic_folder,code_before_cleanup
322,HW10-GYHG-X351-001,排拖,拖地,,把,五金杂件,,,30,,,,,,,,五金杂件,,,,,,,,,,,,,,,118,后厨杂件,
323,HW10-GYHG-X86F-001,扫把,扫地,,把,五金杂件,,,25,,,,,,,,五金杂件,,,,,,,,,,,,,,,119,后厨杂件,
324,HW10-GYHG-X387-001,地刷,刷地,,把,五金杂件,,,5,,,,,,,,五金杂件,,,,,,,,,,,,,,,120,后厨杂件,
325,HW10-GYHG-XFD9-001,网帽,进入后厨使用,,包,五金杂件,,,10,,,,,,,,五金杂件,,,,,,,,,,,,,,,121,后厨杂件,
326,HW10-GYHG-X9F1-001,添加剂专用柜,放添加剂专用,,个,五金杂件,,,,,,,400,350,300,,五金杂件,,,,,,,,,,,,,,,122,后厨杂件,
327,HW10-GYHG-X1B4-002,手机置放箱,放手机手机,,个,五金杂件,,,,,,,,,,,五金杂件,,,,,,,,,,,,,,,123,后厨杂件,
328,HW10-GYHG-X5B2-001,密封罐,存放食材,,个,五金杂件,,,,,,,100,110,,,五金杂件,,,,,,,,,,,,,,,124,后厨杂件,
329,KT08-GYHG-X8A2-001,竹筒,,,个,锅具,,,,,,,120,90,,,锅具,,,,,,,,,,,,,,,2,后厨餐具,
330,KT08-GYHG-X715-002,三大炮,,,个,锅具,,,,,,,,,,,锅具,,,,,"=DISPIMG(""ID_F86F8EE692BD49B49FADD3F31CD062AF"",1)",,,,,,,,,,3,后厨餐具,
331,KT08-GYHG-X69F-001,鸳鸯锅,,,口,锅具,,,,,,,340,,,,锅具,,,,,"=DISPIMG(""ID_F768D5A7B07A44779F25197D759619FC"",1)",,,,,,,,,,4,后厨餐具,
332,KT08-GYHG-XFC6-001,鸳鸯锅,,,口,锅具,,,,,,,360,,,,锅具,,,,,"=DISPIMG(""ID_582BED513E3D45B099193B121E6516C3"",1)",,,,,,,,,,5,后厨餐具,
333,KT08-GYHG-X1B1-001,鸳鸯锅,,,口,锅具,,,,,,,380,,,,锅具,,,,,"=DISPIMG(""ID_091AC2DAE30346F2B9A087CB1E0900CE"",1)",,,,,,,,,,6,后厨餐具,
334,KT08-GYHG-X212-001,红锅,,,口,锅具,,,,,,,340,,,,锅具,,,,,"=DISPIMG(""ID_7252EF46560441EBBDED6CA39EC7EDE7"",1)",,,,,,,,,,7,后厨餐具,
335,KT08-GYHG-XF27-001,红锅,,,口,锅具,,,,,,,360,,,,锅具,,,,,"=DISPIMG(""ID_B6CF4A4D0E524A898CF0477CD12B4398"",1)",,,,,,,,,,8,后厨餐具,
336,KT08-GYHG-X46B-001,红锅,,,口,锅具,,,,,,,380,,,,锅具,,,,,"=DISPIMG(""ID_C3A84279FDD34047BF3C88C420139C0B"",1)",,,,,,,,,,9,后厨餐具,
337,KT08-GYHG-XD52-001,红锅,,,口,锅具,,,,,,,400,,,,锅具,,,,,"=DISPIMG(""ID_D5572132C92D487D899B3C3B6C2F442B"",1)",,,,,,,,,,10,后厨餐具,
338,KT08-GYHG-X127-001,蒸笼,,,个,锅具,,,,,,,150,60,,,锅具,,,,,"=DISPIMG(""ID_4EA3714179744FBCB28805665E511DDC"",1)",,,,,,,,,,11,后厨餐具,
339,KT08-GYHG-X0C0-001,竹笼,,,个,锅具,,,,,,,115,90,,,锅具,,,,,"=DISPIMG(""ID_5F541A206EC64C44A7D8E1D3B0CDFD3D"",1)",,,,,,,,,,12,后厨餐具,
340,KT08-GYHG-X8E9-001,蒸碟盘,,,个,锅具,,,,,,,120,90,,,锅具,,,,,"=DISPIMG(""ID_49EBA8C21CF64073A289A86F7CA86FCD"",1)",,,,,,,,,,13,后厨餐具,
341,KT08-GYHG-XB9F-001,元宝盘,,,个,锅具,,,,,,,,,,,锅具,,,,,"=DISPIMG(""ID_5E7F10B62E0342B5A683041A8D325EDF"",1)",,,,,,,,,,14,后厨餐具,
342,KT08-GYHG-XB3D-001,牛肉三拼盘架,,,个,锅具,,,,,,,230,300,,,锅具,,,,,"=DISPIMG(""ID_F57A3187D2844AA18B88B164C465EFDF"",1)",,,,,,,,,,15,后厨餐具,
343,KT08-GYHG-X406-001,牛肉三拼盘（小）,,,个,锅具,,,,,,,340,,,,锅具,,,,,"=DISPIMG(""ID_B966CD260684418AA4BAE3C86DF705ED"",1)",,,,,,,,,,16,后厨餐具,
344,KT08-GYHG-X13B-001,牛肉三拼盘（大）,,,个,锅具,,,,,,,400,,,,锅具,,,,,"=DISPIMG(""ID_17EC38FF81D344728A4D6ACC0FD5DDA6"",1)",,,,,,,,,,17,后厨餐具,
345,KT08-GYHG-X58C-001,小竹帽,,,个,锅具,,,,,,,45,90,,,锅具,,,,,"=DISPIMG(""ID_0567E10E3F194CD9B662AA258A4AE859"",1)",,,,,,,,,,18,后厨餐具,
346,KT08-GYHG-XB3C-001,大木托,,,个,锅具,,,,,,,225,225,,,锅具,,,,,,,,,,,,,,,19,后厨餐具,
347,KT08-GYHG-X804-001,小木托,,,个,锅具,,,,,,,170,170,,,锅具,,,,,"=DISPIMG(""ID_C907F30954D941CEB2F8423AACE768A5"",1)",,,,,,,,,,20,后厨餐具,
348,KT08-GYHG-XD03-001,长木托,,,个,锅具,,,,,,,275,175,,,锅具,,,,,"=DISPIMG(""ID_76DD0F11EC1C49E4B594B06AA17E0E12"",1)",,,,,,,,,,21,后厨餐具,
349,KT08-GYHG-XB93-001,长木托,,,个,锅具,,,,,,,360,180,,,锅具,,,,,"=DISPIMG(""ID_EF7B83E794084856BA0E64CB59BB4999"",1)",,,,,,,,,,22,后厨餐具,
350,KT08-GYHG-X614-001,竹帽,,,个,锅具,,,,,,,190,,,,锅具,,,,,"=DISPIMG(""ID_8B3B25FDEF1C492D8FE31DFA293B4860"",1)",,,,,,,,,,23,后厨餐具,
351,KT08-GYHG-XC78-001,莲花盘,,,个,锅具,,,,,,,290,,,,锅具,,,,,"=DISPIMG(""ID_F6A40BC0390D41CFAE6B8A83D3D9D61D"",1)",,,,,,,,,,24,后厨餐具,
352,KT08-GYHG-X4F9-001,白瓷盘,,,个,锅具,,,,,,,16,,,,锅具,,,,,,,,,,,,,,,25,后厨餐具,
353,KT08-GYHG-X035-001,三宝桶,,,个,锅具,,,,,,,160,90,,,锅具,,,,,"=DISPIMG(""ID_B15004A27DD24A73A8106661ECBA880A"",1)",,,,,,,,,,26,后厨餐具,
354,KT08-GYHG-X349-001,花生苗桶,,,个,锅具,,,,,,,100,90,,,锅具,,,,,"=DISPIMG(""ID_96FBF75136EE48D7946420C7261580E3"",1)",,,,,,,,,,27,后厨餐具,
355,KT08-GYHG-X41F-001,筲箕,,,个,锅具,,,,,,,180,170,,,锅具,,,,,"=DISPIMG(""ID_9E5EE99ACA0A4F88A94186A7EB3C7F18"",1)",,,,,,,,,,28,后厨餐具,
356,KT08-GYHG-X8CA-001,虾滑勺,,,把,锅具,,,,,,,155,,,,锅具,,,,,,,,,,,,,,,29,后厨餐具,
357,KT08-GYHG-X2E9-001,红色平盘,,,个,锅具,,,,,,,250,150,,,锅具,,,,,"=DISPIMG(""ID_C198F036A03E471783747C6D9D12A98E"",1)",,,,,,,,,,30,后厨餐具,
358,KT08-GYHG-XCA6-001,黑色平盘,,,个,锅具,,,,,,,250,150,,,锅具,,,,,"=DISPIMG(""ID_E141093906004CD7BD555C438A84EFD4"",1)",,,,,,,,,,31,后厨餐具,
359,KT08-GYHG-X26D-001,小方斗,,,个,锅具,,,,,,,150,,,,锅具,,,,,"=DISPIMG(""ID_DC99D1F9BEF446B7B0D0E2FC48492AAD"",1)",,,,,,,,,,32,后厨餐具,
360,KT08-GYHG-X5F2-001,大方斗,,,个,锅具,,,,,,,200,,,,锅具,,,,,"=DISPIMG(""ID_62446FF0C2204F16B0653D99D0FF2231"",1)",,,,,,,,,,33,后厨餐具,
361,KT08-GYHG-XA31-001,长平盘,,,个,锅具,,,,,,,315,120,,,锅具,,,,,"=DISPIMG(""ID_5CD3EF7CBEBB42EA828124C0C4CBAFA4"",1)",,,,,,,,,,34,后厨餐具,
362,KT08-GYHG-X693-001,雪花牛肉盘,,,个,锅具,,,,,,,24.5,36,,,锅具,,,,,"=DISPIMG(""ID_4578B8AE042240F7A4CE57C1B44F7E96"",1)",,,,,,,,,,35,后厨餐具,
363,KT08-GYHG-XD16-001,长平盘,,,个,锅具,,,,,,,33.5,16,,,锅具,,,,,"=DISPIMG(""ID_33EFB6156B6C4726A7178286DCD732D9"",1)",,,,,,,,,,36,后厨餐具,
364,KT08-GYHG-XB68-001,铜盅,,,个,锅具,,,,,,,0.85,14,,,锅具,,,,,,,,,,,,,,,37,后厨餐具,
365,KT08-GYHG-X838-001,小红碗,,,个,锅具,,,,,,,0.5,10,,,锅具,,,,,"=DISPIMG(""ID_EE59D76D56034859B6FE5023726A82A6"",1)",,,,,,,,,,38,后厨餐具,
366,KT08-GYHG-XD35-001,小瓷碗,,,个,锅具,,,,,,,0.8,,,,锅具,,,,,"=DISPIMG(""ID_BF510EA88D0440B593FF25F05D4D746F"",1)",,,,,,,,,,39,后厨餐具,
367,KT08-GYHG-XE72-001,纸船盒,,,个,锅具,,,,,,,17,11.5,,,锅具,,,,,"=DISPIMG(""ID_6D9AC9B6280B4F5D8D97D6E273EAF65A"",1)",,,,,,,,,,40,后厨餐具,
368,KT08-GYHG-X6CC-001,炒饭盘,,,个,锅具,,,,,,,18,,,,锅具,,,,,"=DISPIMG(""ID_1E5EFD68F247452D84D0CF0BA4334345"",1)",,,,,,,,,,41,后厨餐具,
369,KT08-GYHG-X566-001,干碟盘,,,个,锅具,,,,,,,15,,,,锅具,,,,,"=DISPIMG(""ID_43014A3650A2423894A5D90B7ECEC217"",1)",,,,,,,,,,42,后厨餐具,
370,KT08-GYHG-X643-001,果盘（鸡豆花）,,,个,锅具,,,,,,,18,,,,锅具,,,,,"=DISPIMG(""ID_92B5D4F52D424B9CBCFDD9DA3099F3FF"",1)",,,,,,,,,,43,后厨餐具,
371,KT08-GYHG-XD9A-001,圆平盘,,,个,锅具,,,,,,,23,,,,锅具,,,,,"=DISPIMG(""ID_9620B9BCCDD14D6ABC3B7F74CC4974B2"",1)",,,,,,,,,,44,后厨餐具,
372,KT08-GYHG-XFBE-001,双格蝶,,,个,锅具,,,,,,,13.5,0.9,,,锅具,,,,,"=DISPIMG(""ID_C23E760BF5474B89B28EBDEC9306553D"",1)",,,,,,,,,,45,后厨餐具,
373,KT08-GYHG-X148-001,小熊猫,,,个,锅具,,,,,,,0.4,,,,锅具,,,,,"=DISPIMG(""ID_B10CF66A58024BDAAC4D4C1E11807C90"",1)",,,,,,,,,,46,后厨餐具,
374,KT08-GYHG-XD4C-001,干冰壶,,,个,锅具,,,,,,,0.6,,,,锅具,,,,,"=DISPIMG(""ID_3BBB5F90A6A24877B5D03EC79C8DAA30"",1)",,,,,,,,,,47,后厨餐具,
375,KT08-GYHG-XCC3-001,密胺长平,,,个,锅具,,,,,,,260,120,,,锅具,,,,,"=DISPIMG(""ID_BBEE1E1F4B08476785682FCA0D3C49FB"",1)",,,,,,,,,,48,后厨餐具,
376,KT08-GYHG-X47B-001,长平木托,,,个,锅具,,,,,,,285,140,40,,锅具,,,,,"=DISPIMG(""ID_1B040D91A6A942E18CB993EE74DCC467"",1)",,,,,,,,,,49,后厨餐具,
377,KT08-GYHG-XBDE-001,簸箕,,,个,锅具,,,,,,,230,,,,锅具,,,,,,,,,,,,,,,50,后厨餐具,
378,KT08-GYHG-XB1D-001,电磁炉,10A*3000W,,个,锅具,,,,,,,90,328,,,锅具,,,,,"=DISPIMG(""ID_AFEFBBE918724BA0B7A65C3C3824C2FE"",1)",,,,,,,,,,51,后厨餐具,
379,KT08-GYHG-X000-001,小勺子,定制陶瓷厚边,,个,锅具,,,,,,,,,,,锅具,,,,,"=DISPIMG(""ID_3F5FCD3A2C0F4E6ABAFE9EDE69F426B7"",1)",,,,,,,,,,52,后厨餐具,
380,KT08-GYHG-XFBB-001,油碟碗,,,个,锅具,,,,,,,125,50,,,锅具,,,,,"=DISPIMG(""ID_0062440E96E044D7A84921BD127E9946"",1)",,,,,,,,,,53,后厨餐具,
381,KT08-GYHG-X6FE-001,茶杯,,,个,锅具,,,,,,,75,75,70,,锅具,,,,,"=DISPIMG(""ID_47EDDDD2651D4150B1D4E570B09C57BA"",1)",,,,,,,,,,54,后厨餐具,
382,KT08-GYHG-X73C-001,筷子,,,个,锅具,,,,,,,320,,,,锅具,,,,,"=DISPIMG(""ID_468FC4F48C73433D8D8E4A7A015BCE4B"",1)",,,,,,,,,,55,后厨餐具,
383,KT08-GYHG-X251-001,锅底汤勺,定制 ,,个,锅具,,,,,,,,,,,锅具,,,,,"=DISPIMG(""ID_87F7C573B97243DBACC231ADD4E2D5B5"",1)",,,,,,,,,,56,后厨餐具,
384,KT08-GYHG-X6D1-001,锅底漏勺,定制 ,,个,锅具,,,,,,,,,,,锅具,,,,,"=DISPIMG(""ID_97C9AD31B31D4FF38355F47FE827002F"",1)",,,,,,,,,,57,后厨餐具,
385,HW10-GYHG-X1A9-001,虾滑专用勺,"15.2cm长圆冰勺
颜色：304金色",,个,五金杂件,,,,,,,152,,,,五金杂件,,,304不锈钢,,"=DISPIMG(""ID_B97CC58CDA7D48EA890E676DCBFC5BC9"",1)",,,,,,,,,,2,定制杂件,
386,HW10-GYHG-X633-001,虾滑专用盒,80个/件,,件,五金杂件,,,,,,,40,95,,,五金杂件,,,,,"=DISPIMG(""ID_B00768D26BB4411ABA6C8F5EC0D30B0B"",1)",,,,,,,,,,3,定制杂件,
387,HW10-GYHG-X9DE-001,三拼牛肉拼盘标识贴,"大：140*140mm
小：117*117mm",,个,五金杂件,,,,,,,140,140,,,五金杂件,,,,,"=DISPIMG(""ID_26C229E424524881843986EB1874E396"",1)",,,,,,,,,,4,定制杂件,
388,HW10-GYHG-XC81-001,饮品杯贴纸/杯套,,,件,五金杂件,,,,,,,,,,,五金杂件,,,,,"=DISPIMG(""ID_3B137B2311E748F9B66F0E2AE7A2BC6A"",1)",,,,,,,,,,5,定制杂件,
389,HW10-GYHG-X2C4-001,定制垃圾清洁盒,起订1千个,,个,五金杂件,,,,,,,,,,,五金杂件,,,,,"=DISPIMG(""ID_0A189CB0ED6B437E9DA644C8CC5EDE5E"",1)",,,,,,,,,,6,定制杂件,
390,HW10-GYHG-X5F4-001,大号透明花瓣碗,口径14cm，高6cm，300ml,,个,五金杂件,,,,,,,140,60,,,五金杂件,,,,,"=DISPIMG(""ID_89DBC92658FB49489BCEB609473B3931"",1)",,,,,,,,,,7,定制杂件,
391,HW10-GYHG-X8BA-002,银杏小卡,"碧潭飘雪三花冻卡片  
300克白卡纸
高13cm*宽7.5cm  ",,张,五金杂件,,,,,,,130,75,,,五金杂件,,,,,"=DISPIMG(""ID_AAFCB1FCCECC454699DFD30A812A3E83"",1)",,,,,,,,,,8,定制杂件,
392,HW10-GYHG-X591-001,熊猫油纸盖,汉堡防油纸，13*13正方形单张,,张,五金杂件,,,,,,,130,130,,,五金杂件,,,,,"=DISPIMG(""ID_68162F0E09414AD8B76AC60D17E45E13"",1)",,,,,,,,,,9,定制杂件,
393,HW10-GYHG-MLX-001,500ml磨砂直男杯（诗词定制款）,500ml，90口注塑杯,,个,五金杂件,,,,,,,,,,,五金杂件,,,,,"=DISPIMG(""ID_EAEF9C33421C4333AC306FD928712BD4"",1)",,,,,,,,,,10,定制杂件,
394,HW10-GYHG-MLX-002,1000ml高透高瘦杯（诗词定制款）,1000ml，90口，注塑杯,,个,五金杂件,,,,,,,,,,,五金杂件,,,,,"=DISPIMG(""ID_590686BABAE34FF48A41634CF37DD31F"",1)",,,,,,,,,,11,定制杂件,
395,HW10-GYHG-X800-001,无纺布手袋-吼堂火锅,500/件,,个,五金杂件,,,,,,,,,,,五金杂件,,,,,"=DISPIMG(""ID_45550E3736D34E96AACFCDEBF1EB7606"",1)",,,,,,,,,,12,定制杂件,
396,HW10-GYHG-SKF-001,纸杯-吼堂-蓝色,2000/件,,件,五金杂件,,,,,,,,,,,五金杂件,,,,,"=DISPIMG(""ID_F2AF0829F07641ADB42E5A80443E5BB9"",1)",,,,,,,,,,13,定制杂件,
397,HW10-GYHG-XD86-001,布口袋-吼堂,起订1千个,,个,五金杂件,,,,,,,,,,,五金杂件,,,,,"=DISPIMG(""ID_7274262F377A4577A8B342D4BA5FCCD1"",1)",,,,,,,,,,14,定制杂件,
398,HW10-GYHG-XF66-001,百宝袋,200套/件,,件,五金杂件,,,,,,,,,,,五金杂件,,,,,"=DISPIMG(""ID_3D415810FD524969A7B759D1AAE8E9AD"",1)",,,,,,,,,,15,定制杂件,
399,HW10-GYHG-XD4D-001,手提袋-吼堂,起订5千个,,个,五金杂件,,,,,,,,,,,五金杂件,,,,,"=DISPIMG(""ID_187275FB2A994C0E958C2BCF4FD8D660"",1)",,,,,,,,,,16,定制杂件,
400,HW10-GYHG-ZKC-001,32盎司酥肉桶-吼堂底+盖,500套/件,,个,五金杂件,,,,,,,,,,,五金杂件,,,,,"=DISPIMG(""ID_304281360757464EBED7AB55921EE1CB"",1)",,,,,,,,,,17,定制杂件,
401,HW10-GYHG-PKZX-001,塑料手提袋-吼堂老火锅50*30*12,起订5千个,,个,五金杂件,,,,,,,,,,,五金杂件,,,,,"=DISPIMG(""ID_FB2714125CE843F793F860BDC189AB58"",1)",,,,,,,,,,18,定制杂件,
402,HW10-GYHG-PKAX-001,塑料手提袋-吼堂老火锅60*40*16,起订5千个,,个,五金杂件,,,,,,,,,,,五金杂件,,,,,"=DISPIMG(""ID_DE2DDC3824B042EBB83BDAF410A2B823"",1)",,,,,,,,,,19,定制杂件,
403,HW10-GYHG-XB61-001,定制火柴,起订1万个,,盒,五金杂件,,,,,,,,,,,五金杂件,,,,,"=DISPIMG(""ID_3088A369CCB34B09BDE938FD03899579"",1)",,,,,,,,,,20,定制杂件,
404,HW10-GYHG-X5F4-002,定制袋装牙签,起订1万个,,个,五金杂件,,,,,,,,,,,五金杂件,,,,,"=DISPIMG(""ID_138650049E4145949EC9F9D597F08FB1"",1)",,,,,,,,,,21,定制杂件,
405,HW10-GYHG-X45E-001,定制一次性围裙,起订1千个,,条,五金杂件,,,,,,,,,,,五金杂件,,,,,"=DISPIMG(""ID_A39783824E1945CB9C5241766E9F544A"",1)",,,,,,,,,,22,定制杂件,
406,HW10-GYHG-X1D7-001,火锅去味水,起订1千个,,瓶,五金杂件,,,,,,,,,,,五金杂件,,,,,"=DISPIMG(""ID_1E6FAC030C0F4865B76C45A593EDC866"",1)",,,,,,,,,,23,定制杂件,
407,HW10-GYHG-X1FA-001,定制铜壶,1.2升黄铜复古色,,个,五金杂件,,,,,,,,,,,五金杂件,,,,,"=DISPIMG(""ID_733DFB8D1D8345C0B30FF7A7AECAC807"",1)",,,,,,,,,,24,定制杂件,
408,HW10-GYHG-MMX-001,可降解吸管190mm*1.2,2000个/件,,件,五金杂件,,,,,,,,,,,五金杂件,,,,,"=DISPIMG(""ID_DF3DAAB69CF24666B04B25F6ACBF23EA"",1)",,,,,,,,,,25,定制杂件,
409,HW10-GYHG-X339-001,金龟勺,1000个/件,,件,五金杂件,,,,,,,,,,,五金杂件,,,,,"=DISPIMG(""ID_E7BA1BBB6B11407F8DC169B806384E02"",1)",,,,,,,,,,26,定制杂件,
410,HW10-GYHG-X81C-001,丰竹筷,20包/件,,件,五金杂件,,,,,,,,,,,五金杂件,,,,,"=DISPIMG(""ID_7DE3EC58F6FB4B9BA0C78E502C24FA92"",1)",,,,,,,,,,27,定制杂件,
411,HW10-GYHG-XE27-001,定制工作服（前厅衣服）,,,件,五金杂件,,,,,,,,,,,五金杂件,,,,,"=DISPIMG(""ID_C02396503CA240F6808264F5E503A5EA"",1)",,,,,,,,,,28,定制杂件,
412,HW10-GYHG-X61D-001,定制工作服（后厨衣服）,,,件,五金杂件,,,,,,,,,,,五金杂件,,,,,"=DISPIMG(""ID_CDEFA677B63D4152920E26437CF4BC67"",1)",,,,,,,,,,29,定制杂件,
413,HW10-GYHG-XE32-001,定制工作帽,,,顶,五金杂件,,,,,,,,,,,五金杂件,,,,,"=DISPIMG(""ID_9C23C30E120546CD8DF61D1C6621C80D"",1)",,,,,,,,,,30,定制杂件,
414,HW10-GYHG-X51A-002,定制工作围裙,,,条,五金杂件,,,,,,,,,,,五金杂件,,,,,"=DISPIMG(""ID_6297DC0CC59A4CDBBA4C0E4909C8B9CF"",1)",,,,,,,,,,31,定制杂件,
415,HW10-GYHG-XBBC-001,连帽卫衣,,,件,五金杂件,,,,,,,,,,,五金杂件,,,,,"=DISPIMG(""ID_DF73048FF4E74AC995B83D6297708A5D"",1)",,,,,,,,,,32,定制杂件,
416,FN06-GYHG-X0E9-001,柜-定制柜体,依据图纸确定,,平方米,定制柜体,仁力烨升自品牌,9403300090,,,,,,,,,定制柜体,,,免漆板,,"=DISPIMG(""ID_ECA03096D18F4DBB8FEA1DEE7CA3FB0B"",1)",,,,,,,,,,2,定制柜体,
417,FN06-GYHG-X267-001,4人桌,,,,桌椅,,,,,,,1300,900,,,桌椅,,,,,"=DISPIMG(""ID_FC787A84E17B4114B1F6ED1158B3AC47"",1)",,,,,,,,,,2,家具,
418,FN06-GYHG-XBDC-001,6人长桌,,,,桌椅,,,,,,,1600,900,,,桌椅,,,,,"=DISPIMG(""ID_5044A68743CA42E29526E0904394E611"",1)",,,,,,,,,,3,家具,
419,FN06-GYHG-X747-001,2人桌,,,,桌椅,,,,,,,900,900,,,桌椅,,,,,"=DISPIMG(""ID_788E112614814D869826BB59B8EBCF78"",1)",,,,,,,,,,4,家具,
420,FN06-GYHG-XFF7-001,6人方桌,,,,桌椅,,,,,,,1000,1000,,,桌椅,,,,,"=DISPIMG(""ID_6A52091813AA46BDAF64093597AE647C"",1)",,,,,,,,,,5,家具,
421,FN06-GYHG-X756-001,八人桌,,,,桌椅,,,,,,,1200,1200,,,桌椅,,,,,"=DISPIMG(""ID_B02C51AF13584140B7A5D14D87AFC9AE"",1)",,,,,,,,,,6,家具,
422,FN06-GYHG-XA1A-001,单边卡座沙发,,,,桌椅,,,,,,,1300,550,,,桌椅,,,,,"=DISPIMG(""ID_BBC70B83076645F4BB7F1874E167FB6F"",1)",,,,,,,,,,7,家具,
423,FN06-GYHG-XD73-001,软包凳,500,,,桌椅,,,,,,,600,300,,,桌椅,,,,,"=DISPIMG(""ID_39B3CC7F81174C9A9E5B11B9A9C778B9"",1)",,,,,,,,,,8,家具,
424,FN06-GYHG-XAE8-001,椅子,常规,,,桌椅,,,,,,,,,,,桌椅,,,,,"=DISPIMG(""ID_E683908202DE485882228C986310146E"",1)",,,,,,,,,,9,家具,
425,FN06-GYHG-X1DE-001,菜架,常规,,,桌椅,,,,,,,,,,,桌椅,,,,,"=DISPIMG(""ID_8A17A8571CE34E71BAEF2C27D908FA4E"",1)",,,,,,,,,,10,家具,
426,FN06-GYHG-XB8B-001,迎宾台,迎宾台,,,桌椅,,,,,,,,,,,桌椅,,,,,"=DISPIMG(""ID_522A11DB01174014BA6C51D5A594996D"",1)",,,,,,,,,,11,家具,
427,FN06-GYHG-X63C-001,定制靠墙卡座,"长7200*宽550
长9900*宽550
长2220*宽550
长2900*宽550
长3700*宽550
现场制作",,,桌椅,,,,,,,,,,,桌椅,,,,,"=DISPIMG(""ID_3284645EDEB9485D80BF6343295B09A5"",1)",,,,,,,,,,12,家具,
428,FN06-GYHG-XF41-001,电磁炉,,,,桌椅,,,,,,,,,,,桌椅,,,,,"=DISPIMG(""ID_BE1D3C5E5A254B4C989E7CAF93FBE455"",1)",,,,,,,,,,13,家具,
429,FN06-GYHG-X431-001,锅圈,金色锅圈,,,桌椅,,,,,,,,,,,桌椅,,,,,"=DISPIMG(""ID_6104654A7071439887AE1B2D174684CF"",1)",,,,,,,,,,14,家具,
430,FN06-GYHG-XC33-001,灯箱,单面尺寸可定制,,,软装,,,,,,,4000,1760,,,软装,,,卡布灯箱,,"=DISPIMG(""ID_C1C7193BD18647BBA50D69294491C356"",1)",,,,,,,,,,2,广告软装,
431,FN06-GYHG-XCFE-001,广告牌,单面 logo800字高 750 ,,,软装,,,,,,, ,,,,软装,,,正面发光字厚度6cm，镀铜边折边边框590nm，液态亚克力固化面板,,"=DISPIMG(""ID_618A64658B38408A943D8AB6E3C5262A"",1)",,,,,,,,,,3,广告软装,
432,FN06-GYHG-X845-001,集市隔断,双面尺寸可定制,,,软装,,,,,,,1840,1820,,,软装,,,亚克力,,"=DISPIMG(""ID_5759F9FAF8BF4E01A1879AE8CF1FD0D7"",1)",,,,,,,,,,4,广告软装,
433,FN06-GYHG-XA53-001,浮雕字（段子1）,单面尺寸可定制,,,软装,,,,,,,1930,570,,,软装,,,中纤板金色浮雕字,,"=DISPIMG(""ID_BDE1F43D33FD4B8EA9C27A8B705938F5"",1)",,,,,,,,,,5,广告软装,
434,FN06-GYHG-XC77-001,浮雕字（段子2）,单面尺寸可定制,,,软装,,,,,,,1930,570,,,软装,,,中纤板金色浮雕字,,"=DISPIMG(""ID_1944453F55C549B4A8CB67CB57166CD2"",1)",,,,,,,,,,6,广告软装,
435,FN06-GYHG-X79C-001,发光雕刻隔断,双面尺寸可定制,,,软装,,,,,,,2340,990,,,软装,,,亚克力发光雕刻隔断,,"=DISPIMG(""ID_A75FD415F9694737A58CD08C5691BDE0"",1)",,,,,,,,,,7,广告软装,
436,FN06-GYHG-XE9F-001,百乐门发光字1,单面字体高度：320,,,软装,,,,,,,2770,500,,,软装,,,百乐门造型黑色钢板正面发光字，厚度6cm，黑色钢板折边边框红光623nm，液态亚克力固化面板,,"=DISPIMG(""ID_6D5C6C66B8994AC283284EAD55B612DC"",1)",,,,,,,,,,8,广告软装,
437,FN06-GYHG-XFB1-001,百乐门发光字2,单面字体高度：320,,,软装,,,,,,,2770,500,,,软装,,,百乐门造型黑色钢板正面发光字，厚度6cm，黑色钢板折边边框红光623nm，液态亚克力固化面板,,"=DISPIMG(""ID_C3960AE8E86A4C8BB2C6AD20CF0EA05B"",1)",,,,,,,,,,9,广告软装,
438,FN06-GYHG-X1EF-001,百乐门发光字3,单面尺寸可定制,,,软装,,,,,,,3960,350,,,软装,,,黑色钢板正面发光字，黑色钢板折边边框红光623nm，液态亚克力固化面板,,"=DISPIMG(""ID_4D15A97A55FA425187BC323543690832"",1)",,,,,,,,,,10,广告软装,
439,FN06-GYHG-X7AD-001,吧台浮雕字,单面尺寸可定制（字体高度230）,,,软装,,,,,,,1950,410,,,软装,,,中纤板浮雕字,,"=DISPIMG(""ID_3BA3FD2F6B0449508E49929A310CA9E2"",1)",,,,,,,,,,11,广告软装,
440,FN06-GYHG-X434-001,餐区灯箱,单面尺寸可定制,,,软装,,,,,,,1210,1610,,,软装,,,餐区灯箱,,"=DISPIMG(""ID_514297068B8D4F2CA93E84D268C98DFD"",1)",,,,,,,,,,12,广告软装,
441,FN06-GYHG-X4C6-001,折边背发光字,单面尺寸可定制,,,软装,,,,,,,1240,700,,,软装,,,镀铜折边背发光字,,"=DISPIMG(""ID_9FFC8B2217EA44DE81FC69BA94E1A03D"",1)",,,,,,,,,,13,广告软装,
442,FN06-GYHG-X31B-001,墙面灯箱,单面尺寸可定制,,,软装,,,,,,,2900,1190,,,软装,,,墙面灯箱,,"=DISPIMG(""ID_F32A4AE4415C4640BFA54144D41DF92F"",1)",,,,,,,,,,14,广告软装,
